Equity,Sector,Qty,Value,%,Fund_Type,Fund_Name,Fund_Code,Time_Stamp
"Repco Home","Banking & Financial Services",6275,0.39,0.52,MIPC,"Essel Regular Savings (G)",MPM025,"2018-08-30 00:00:00"
"Repco Home","Banking & Financial Services",47550,2.99,2.59,Large,"Essel Large Cap Equity (G)",MPM034,"2018-08-30 00:00:00"
"Repco Home","Banking & Financial Services",10460,0.66,2.59,Large,"Essel Large Cap Equity - D (G)",MPM040,"2018-08-30 00:00:00"
"Repco Home","Banking & Financial Services",200,0.01,0.52,MIPC,"Essel Regular Savings - Direct (G)",MPM042,"2018-08-30 00:00:00"
"Repco Home","Banking & Financial Services",3335705,200.36,2.75,Smallcap,"Franklin (I) Smaller Cos (G)",MTE090,"2018-08-30 00:00:00"
"Repco Home","Banking & Financial Services",3335705,200.36,2.75,Smallcap,"Franklin (I) Smaller Co -Direct (G)",MTE313,"2018-08-30 00:00:00"
"Repco Home","Banking & Financial Services",248911,14.95,2.33,Banking,"Franklin (I) Opport. - Direct (G)",MTE319,"2018-08-30 00:00:00"
"Repco Home","Banking & Financial Services",756226,41.2,0.27,Balanced,"ABSL Equity Hybrid '95 Fund (G)",MAC001,"2018-09-18 00:00:00"
"Repco Home","Banking & Financial Services",590000,32.14,0.31,Diversified,"ABSL Equity Fund (G)",MAC006,"2018-09-18 00:00:00"
"Repco Home","Banking & Financial Services",303382,16.53,0.26,LargeMid,"ABSL Equity Advantage Fund (G)",MBS022,"2018-09-18 00:00:00"
"Repco Home","Banking & Financial Services",263828,14.37,0.52,MIPC,"ABSL Regular Savings Fund (G)",MBS061,"2018-09-18 00:00:00"
"Repco Home","Banking & Financial Services",70000,3.81,0.54,Banking,"ABSL Infrastructure (G)",MBS094,"2018-09-18 00:00:00"
"Repco Home","Banking & Financial Services",764854,41.67,1.79,Smallcap,"ABSL Small Cap Fund (G)",MBS104,"2018-09-18 00:00:00"
"Repco Home","Banking & Financial Services",599666,32.67,1.89,Banking,"ABSL Bank&Financial; Ser -RP (G)",MBS1451,"2018-09-18 00:00:00"
"Repco Home","Banking & Financial Services",599666,32.67,1.89,Banking,"ABSL Bank&Financial; Ser -DP (G)",MBS1453,"2018-09-18 00:00:00"
"Repco Home","Banking & Financial Services",50212,2.74,2.86,Banking,"ABSL Intl. Equity - B (G)",MBS205,"2018-09-18 00:00:00"
"Repco Home","Banking & Financial Services",145000,7.9,2.95,Midcap,"ABSL Emer. Leaders-Sr 6-RP (G)",MBS2055,"2018-09-18 00:00:00"
"Repco Home","Banking & Financial Services",145000,7.9,2.95,Midcap,"ABSL Emer. Leaders-Sr 6-DP (G)",MBS2057,"2018-09-18 00:00:00"
"Repco Home","Banking & Financial Services",303382,16.53,0.26,LargeMid,"ABSL Equity Advantage Fund - D (G)",MBS807,"2018-09-18 00:00:00"
"Repco Home","Banking & Financial Services",590000,32.14,0.31,Diversified,"ABSL Equity Fund -Direct (G)",MBS811,"2018-09-18 00:00:00"
"Repco Home","Banking & Financial Services",70000,3.81,0.54,Banking,"ABSL Infrastructure -Direct (G)",MBS821,"2018-09-18 00:00:00"
"Repco Home","Banking & Financial Services",50212,2.74,2.86,Banking,"ABSL Intl. Equity B -Direct (G)",MBS825,"2018-09-18 00:00:00"
"Repco Home","Banking & Financial Services",764854,41.67,1.79,Smallcap,"ABSL Small Cap Fund - D (G)",MBS833,"2018-09-18 00:00:00"
"Repco Home","Banking & Financial Services",756226,41.2,0.27,Balanced,"ABSL Equity Hybrid '95 Fund - D (G)",MBS849,"2018-09-18 00:00:00"
"Repco Home","Banking & Financial Services",1255776,75.43,1.33,Midcap,"DSP Mid Cap - Regular (G)",MDS056,"2018-09-18 00:00:00"
"Repco Home","Banking & Financial Services",785963,47.21,1.03,ELSS,"DSP Tax Saver Fund - Regular (G)",MDS060,"2018-09-18 00:00:00"
"Repco Home","Banking & Financial Services",1837763,110.39,2.06,Smallcap,"DSP Small Cap Fund - Regular (G)",MDS076,"2018-09-18 00:00:00"
"Repco Home","Banking & Financial Services",785963,47.21,1.03,ELSS,"DSP Tax Saver Fund - Direct (G)",MDS572,"2018-09-18 00:00:00"
"Repco Home","Banking & Financial Services",1255776,75.43,1.33,Midcap,"DSP Mid Cap - Direct (G)",MDS574,"2018-09-18 00:00:00"
"Repco Home","Banking & Financial Services",1837763,110.39,2.06,Smallcap,"DSP Small Cap Fund - Direct (G)",MDS584,"2018-09-18 00:00:00"
"Repco Home","Banking & Financial Services",132218,7.2,0.22,MIPA,"ABSL BAF (G)",MIN007,"2018-09-18 00:00:00"
"Repco Home","Banking & Financial Services",132218,7.2,0.22,MIPA,"ABSL BAF - Direct (G)",MIN389,"2018-09-18 00:00:00"
"Repco Home","Banking & Financial Services",40500,2.43,0.07,Balanced,"JM Equity Hybrid Fund (G)",MJM004,"2018-09-18 00:00:00"
"Repco Home","Banking & Financial Services",40500,2.43,0.07,Balanced,"JM Equity Hybrid Fund - D (G)",MJM328,"2018-09-18 00:00:00"
"Repco Home","Banking & Financial Services",18000,1.08,0.01,Arbitrage,"Kotak Equity Arbitrage - Regular (G)",MKM079,"2018-09-18 00:00:00"
"Repco Home","Banking & Financial Services",18000,1.08,0.01,Arbitrage,"Kotak Equity Arbitrage - Direct (G)",MKM526,"2018-09-18 00:00:00"
"Repco Home","Banking & Financial Services",248911,13.56,2.06,Banking,"Franklin India Oppor. (G)",MKP028,"2018-09-18 00:00:00"
"Repco Home","Banking & Financial Services",153595,9.23,3.01,ELSS,"Mahindra MF KBY - RP (G)",MMH009,"2018-09-18 00:00:00"
"Repco Home","Banking & Financial Services",153595,9.23,3.01,ELSS,"Mahindra MF KBY - DP (G)",MMH011,"2018-09-18 00:00:00"
"Repco Home","Banking & Financial Services",6275,0.39,0.52,MIPC,"Essel Regular Savings (G)",MPM025,"2018-09-18 00:00:00"
"Repco Home","Banking & Financial Services",47550,2.99,2.59,Large,"Essel Large Cap Equity (G)",MPM034,"2018-09-18 00:00:00"
"Repco Home","Banking & Financial Services",10460,0.66,2.59,Large,"Essel Large Cap Equity - D (G)",MPM040,"2018-09-18 00:00:00"
"Repco Home","Banking & Financial Services",200,0.01,0.52,MIPC,"Essel Regular Savings - Direct (G)",MPM042,"2018-09-18 00:00:00"
"Repco Home","Banking & Financial Services",3335705,181.71,2.45,Smallcap,"Franklin (I) Smaller Cos (G)",MTE090,"2018-09-18 00:00:00"
"Repco Home","Banking & Financial Services",3335705,181.71,2.45,Smallcap,"Franklin (I) Smaller Co -Direct (G)",MTE313,"2018-09-18 00:00:00"
"Repco Home","Banking & Financial Services",248911,13.56,2.06,Banking,"Franklin (I) Opport. - Direct (G)",MTE319,"2018-09-18 00:00:00"
"Repco Home","Banking & Financial Services",756226,41.2,0.27,Balanced,"ABSL Equity Hybrid '95 Fund (G)",MAC001,"2018-10-16 00:00:00"
"Repco Home","Banking & Financial Services",494487,21.3,0.27,Multicap,"ABSL Equity Fund (G)",MAC006,"2018-10-16 00:00:00"
"Repco Home","Banking & Financial Services",590000,32.14,0.31,Diversified,"ABSL Equity Fund (G)",MAC006,"2018-10-16 00:00:00"
"Repco Home","Banking & Financial Services",303382,16.53,0.26,LargeMid,"ABSL Equity Advantage Fund (G)",MBS022,"2018-10-16 00:00:00"
"Repco Home","Banking & Financial Services",263828,14.37,0.52,MIPC,"ABSL Regular Savings Fund (G)",MBS061,"2018-10-16 00:00:00"
"Repco Home","Banking & Financial Services",71016,3.06,0.49,Banking,"ABSL Infrastructure (G)",MBS094,"2018-10-16 00:00:00"
"Repco Home","Banking & Financial Services",764854,41.67,1.79,Smallcap,"ABSL Small Cap Fund (G)",MBS104,"2018-10-16 00:00:00"
"Repco Home","Banking & Financial Services",588980,25.35,1.78,Banking,"ABSL Bank&Financial; Ser -RP (G)",MBS1451,"2018-10-16 00:00:00"
"Repco Home","Banking & Financial Services",80559,3.47,1.78,Technology,"ABSL Bank&Financial; Ser -DP (G)",MBS1453,"2018-10-16 00:00:00"
"Repco Home","Banking & Financial Services",599666,32.67,1.89,Banking,"ABSL Bank&Financial; Ser -DP (G)",MBS1453,"2018-10-16 00:00:00"
"Repco Home","Banking & Financial Services",50212,2.74,2.86,Banking,"ABSL Intl. Equity - B (G)",MBS205,"2018-10-16 00:00:00"
"Repco Home","Banking & Financial Services",51850,2.23,2.46,Technology,"ABSL Intl. Equity - B (G)",MBS205,"2018-10-16 00:00:00"
"Repco Home","Banking & Financial Services",145000,7.9,2.95,Midcap,"ABSL Emer. Leaders-Sr 6-RP (G)",MBS2055,"2018-10-16 00:00:00"
"Repco Home","Banking & Financial Services",145000,7.9,2.95,Midcap,"ABSL Emer. Leaders-Sr 6-DP (G)",MBS2057,"2018-10-16 00:00:00"
"Repco Home","Banking & Financial Services",303382,16.53,0.26,LargeMid,"ABSL Equity Advantage Fund - D (G)",MBS807,"2018-10-16 00:00:00"
"Repco Home","Banking & Financial Services",113347,4.88,0.27,Multicap,"ABSL Equity Fund -Direct (G)",MBS811,"2018-10-16 00:00:00"
"Repco Home","Banking & Financial Services",590000,32.14,0.31,Diversified,"ABSL Equity Fund -Direct (G)",MBS811,"2018-10-16 00:00:00"
"Repco Home","Banking & Financial Services",7290,0.31,0.49,Banking,"ABSL Infrastructure -Direct (G)",MBS821,"2018-10-16 00:00:00"
"Repco Home","Banking & Financial Services",708,0.03,2.46,Technology,"ABSL Intl. Equity B -Direct (G)",MBS825,"2018-10-16 00:00:00"
"Repco Home","Banking & Financial Services",764854,41.67,1.79,Smallcap,"ABSL Small Cap Fund - D (G)",MBS833,"2018-10-16 00:00:00"
"Repco Home","Banking & Financial Services",756226,41.2,0.27,Balanced,"ABSL Equity Hybrid '95 Fund - D (G)",MBS849,"2018-10-16 00:00:00"
"Repco Home","Banking & Financial Services",1255776,68.41,1.18,Midcap,"DSP Mid Cap - Regular (G)",MDS056,"2018-10-16 00:00:00"
"Repco Home","Banking & Financial Services",666890,36.33,0.76,ELSS,"DSP Tax Saver Fund - Regular (G)",MDS060,"2018-10-16 00:00:00"
"Repco Home","Banking & Financial Services",1837763,100.11,1.82,Smallcap,"DSP Small Cap Fund - Regular (G)",MDS076,"2018-10-16 00:00:00"
"Repco Home","Banking & Financial Services",666890,36.33,0.76,ELSS,"DSP Tax Saver Fund - Direct (G)",MDS572,"2018-10-16 00:00:00"
"Repco Home","Banking & Financial Services",1255776,68.41,1.18,Midcap,"DSP Mid Cap - Direct (G)",MDS574,"2018-10-16 00:00:00"
"Repco Home","Banking & Financial Services",1837763,100.11,1.82,Smallcap,"DSP Small Cap Fund - Direct (G)",MDS584,"2018-10-16 00:00:00"
"Repco Home","Banking & Financial Services",132218,7.2,0.22,MIPA,"ABSL BAF (G)",MIN007,"2018-10-16 00:00:00"
"Repco Home","Banking & Financial Services",132218,7.2,0.22,MIPA,"ABSL BAF - Direct (G)",MIN389,"2018-10-16 00:00:00"
"Repco Home","Banking & Financial Services",40500,2.21,0.06,Balanced,"JM Equity Hybrid Fund (G)",MJM004,"2018-10-16 00:00:00"
"Repco Home","Banking & Financial Services",40500,2.21,0.06,Balanced,"JM Equity Hybrid Fund - D (G)",MJM328,"2018-10-16 00:00:00"
"Repco Home","Banking & Financial Services",2700,0.15,0.01,AgressiveHybrid,"Kotak Balanced Advantage - Reg. (G)",MKM1177,"2018-10-16 00:00:00"
"Repco Home","Banking & Financial Services",2700,0.15,0.01,Balanced,"Kotak Balanced Advantage - Dir. (G)",MKM1179,"2018-10-16 00:00:00"
"Repco Home","Banking & Financial Services",232169,10,1.8,Banking,"Franklin India Oppor. (G)",MKP028,"2018-10-16 00:00:00"
"Repco Home","Banking & Financial Services",130462,7.11,2.24,ELSS,"Mahindra MF KBY - RP (G)",MMH009,"2018-10-16 00:00:00"
"Repco Home","Banking & Financial Services",130462,7.11,2.24,ELSS,"Mahindra MF KBY - DP (G)",MMH011,"2018-10-16 00:00:00"
"Repco Home","Banking & Financial Services",6275,0.39,0.52,MIPC,"Essel Regular Savings (G)",MPM025,"2018-10-16 00:00:00"
"Repco Home","Banking & Financial Services",47550,2.99,2.59,Large,"Essel Large Cap Equity (G)",MPM034,"2018-10-16 00:00:00"
"Repco Home","Banking & Financial Services",10460,0.66,2.59,Large,"Essel Large Cap Equity - D (G)",MPM040,"2018-10-16 00:00:00"
"Repco Home","Banking & Financial Services",200,0.01,0.52,MIPC,"Essel Regular Savings - Direct (G)",MPM042,"2018-10-16 00:00:00"
"Repco Home","Banking & Financial Services",2852887,122.87,2.17,Smallcap,"Franklin (I) Smaller Cos (G)",MTE090,"2018-10-16 00:00:00"
"Repco Home","Banking & Financial Services",785321,33.82,2.17,Smallcap,"Franklin (I) Smaller Co -Direct (G)",MTE313,"2018-10-16 00:00:00"
"Repco Home","Banking & Financial Services",34245,1.47,1.8,Banking,"Franklin (I) Opport. - Direct (G)",MTE319,"2018-10-16 00:00:00"
"Repco Home","Banking & Financial Services",750804,32.31,0.24,Balanced,"ABSL Equity Hybrid '95 Fund (G)",MAC001,"2018-10-27 00:00:00"
"Repco Home","Banking & Financial Services",494487,21.3,0.27,Diversified,"ABSL Equity Fund (G)",MAC006,"2018-10-27 00:00:00"
"Repco Home","Banking & Financial Services",103668,4.47,0.09,LargeMid,"ABSL Equity Advantage Fund (G)",MBS022,"2018-10-27 00:00:00"
"Repco Home","Banking & Financial Services",251921,10.84,0.44,MIPC,"ABSL Regular Savings Fund (G)",MBS061,"2018-10-27 00:00:00"
"Repco Home","Banking & Financial Services",71016,3.06,0.49,Banking,"ABSL Infrastructure (G)",MBS094,"2018-10-27 00:00:00"
"Repco Home","Banking & Financial Services",664667,28.61,1.61,Smallcap,"ABSL Small Cap Fund (G)",MBS104,"2018-10-27 00:00:00"
"Repco Home","Banking & Financial Services",588980,25.35,1.78,Banking,"ABSL Bank&Financial; Ser -RP (G)",MBS1451,"2018-10-27 00:00:00"
"Repco Home","Banking & Financial Services",80559,3.47,1.78,Banking,"ABSL Bank&Financial; Ser -DP (G)",MBS1453,"2018-10-27 00:00:00"
"Repco Home","Banking & Financial Services",51850,2.23,2.46,Banking,"ABSL Intl. Equity - B (G)",MBS205,"2018-10-27 00:00:00"
"Repco Home","Banking & Financial Services",102063,4.4,1.7,Midcap,"ABSL Emer. Leaders-Sr 6-RP (G)",MBS2055,"2018-10-27 00:00:00"
"Repco Home","Banking & Financial Services",971,0.04,1.7,Midcap,"ABSL Emer. Leaders-Sr 6-DP (G)",MBS2057,"2018-10-27 00:00:00"
"Repco Home","Banking & Financial Services",24941,1.07,0.09,LargeMid,"ABSL Equity Advantage Fund - D (G)",MBS807,"2018-10-27 00:00:00"
"Repco Home","Banking & Financial Services",113347,4.88,0.27,Diversified,"ABSL Equity Fund -Direct (G)",MBS811,"2018-10-27 00:00:00"
"Repco Home","Banking & Financial Services",7290,0.31,0.49,Banking,"ABSL Infrastructure -Direct (G)",MBS821,"2018-10-27 00:00:00"
"Repco Home","Banking & Financial Services",708,0.03,2.46,Banking,"ABSL Intl. Equity B -Direct (G)",MBS825,"2018-10-27 00:00:00"
"Repco Home","Banking & Financial Services",168792,7.26,1.61,Smallcap,"ABSL Small Cap Fund - D (G)",MBS833,"2018-10-27 00:00:00"
"Repco Home","Banking & Financial Services",63380,2.73,0.24,Balanced,"ABSL Equity Hybrid '95 Fund - D (G)",MBS849,"2018-10-27 00:00:00"
"Repco Home","Banking & Financial Services",1184899,51,1.04,Midcap,"DSP Mid Cap - Regular (G)",MDS056,"2018-10-27 00:00:00"
"Repco Home","Banking & Financial Services",607313,26.14,0.66,ELSS,"DSP Tax Saver Fund - Regular (G)",MDS060,"2018-10-27 00:00:00"
"Repco Home","Banking & Financial Services",1732844,74.63,1.66,Smallcap,"DSP Small Cap Fund - Regular (G)",MDS076,"2018-10-27 00:00:00"
"Repco Home","Banking & Financial Services",87961,3.79,0.66,ELSS,"DSP Tax Saver Fund - Direct (G)",MDS572,"2018-10-27 00:00:00"
"Repco Home","Banking & Financial Services",161828,6.97,1.04,Midcap,"DSP Mid Cap - Direct (G)",MDS574,"2018-10-27 00:00:00"
"Repco Home","Banking & Financial Services",310239,13.36,1.66,Smallcap,"DSP Small Cap Fund - Direct (G)",MDS584,"2018-10-27 00:00:00"
"Repco Home","Banking & Financial Services",130482,5.62,0.19,MIPA,"ABSL BAF (G)",MIN007,"2018-10-27 00:00:00"
"Repco Home","Banking & Financial Services",12021,0.52,0.19,MIPA,"ABSL BAF - Direct (G)",MIN389,"2018-10-27 00:00:00"
"Repco Home","Banking & Financial Services",40500,2.21,0.06,Balanced,"JM Equity Hybrid Fund (G)",MJM004,"2018-10-27 00:00:00"
"Repco Home","Banking & Financial Services",40500,2.21,0.06,Balanced,"JM Equity Hybrid Fund - D (G)",MJM328,"2018-10-27 00:00:00"
"Repco Home","Banking & Financial Services",232169,10,1.8,Banking,"Franklin India Oppor. (G)",MKP028,"2018-10-27 00:00:00"
"Repco Home","Banking & Financial Services",130875,5.63,1.88,ELSS,"Mahindra MF KBY - RP (G)",MMH009,"2018-10-27 00:00:00"
"Repco Home","Banking & Financial Services",2315,0.1,1.88,ELSS,"Mahindra MF KBY - DP (G)",MMH011,"2018-10-27 00:00:00"
"Repco Home","Banking & Financial Services",6275,0.39,0.52,MIPC,"Essel Regular Savings (G)",MPM025,"2018-10-27 00:00:00"
"Repco Home","Banking & Financial Services",47550,2.99,2.59,Large,"Essel Large Cap Equity (G)",MPM034,"2018-10-27 00:00:00"
"Repco Home","Banking & Financial Services",10460,0.66,2.59,Large,"Essel Large Cap Equity - D (G)",MPM040,"2018-10-27 00:00:00"
"Repco Home","Banking & Financial Services",200,0.01,0.52,MIPC,"Essel Regular Savings - Direct (G)",MPM042,"2018-10-27 00:00:00"
"Repco Home","Banking & Financial Services",2852887,122.87,2.17,Smallcap,"Franklin (I) Smaller Cos (G)",MTE090,"2018-10-27 00:00:00"
"Repco Home","Banking & Financial Services",785321,33.82,2.17,Smallcap,"Franklin (I) Smaller Co -Direct (G)",MTE313,"2018-10-27 00:00:00"
"Repco Home","Banking & Financial Services",34245,1.47,1.8,Banking,"Franklin (I) Opport. - Direct (G)",MTE319,"2018-10-27 00:00:00"
"Repco Home","Banking & Financial Services",756226,27.98,0.21,Balanced,"ABSL Equity Hybrid '95 Fund (G)",MAC001,"2018-12-06 00:00:00"
"Repco Home","Banking & Financial Services",590000,21.83,0.23,Diversified,"ABSL Equity Fund (G)",MAC006,"2018-12-06 00:00:00"
"Repco Home","Banking & Financial Services",100882,3.73,0.07,LargeMid,"ABSL Equity Advantage Fund (G)",MBS022,"2018-12-06 00:00:00"
"Repco Home","Banking & Financial Services",263828,9.76,0.39,MIPC,"ABSL Regular Savings Fund (G)",MBS061,"2018-12-06 00:00:00"
"Repco Home","Banking & Financial Services",70000,2.59,0.44,Banking,"ABSL Infrastructure (G)",MBS094,"2018-12-06 00:00:00"
"Repco Home","Banking & Financial Services",850000,31.45,1.56,Smallcap,"ABSL Small Cap Fund (G)",MBS104,"2018-12-06 00:00:00"
"Repco Home","Banking & Financial Services",599666,22.19,1.53,Banking,"ABSL Bank&Financial Ser -RP (G)",MBS1451,"2018-12-06 00:00:00"
"Repco Home","Banking & Financial Services",599666,22.19,1.53,Banking,"ABSL Bank&Financial Ser -DP (G)",MBS1453,"2018-12-06 00:00:00"
"Repco Home","Banking & Financial Services",50212,1.86,2.21,Banking,"ABSL Intl. Equity - B (G)",MBS205,"2018-12-06 00:00:00"
"Repco Home","Banking & Financial Services",102063,4.4,1.7,Midcap,"ABSL Emer. Leaders-Sr 6-RP (G)",MBS2055,"2018-12-06 00:00:00"
"Repco Home","Banking & Financial Services",971,0.04,1.7,Midcap,"ABSL Emer. Leaders-Sr 6-DP (G)",MBS2057,"2018-12-06 00:00:00"
"Repco Home","Banking & Financial Services",100882,3.73,0.07,LargeMid,"ABSL Equity Advantage Fund - D (G)",MBS807,"2018-12-06 00:00:00"
"Repco Home","Banking & Financial Services",590000,21.83,0.23,Diversified,"ABSL Equity Fund -Direct (G)",MBS811,"2018-12-06 00:00:00"
"Repco Home","Banking & Financial Services",70000,2.59,0.44,Banking,"ABSL Infrastructure -Direct (G)",MBS821,"2018-12-06 00:00:00"
"Repco Home","Banking & Financial Services",50212,1.86,2.21,Banking,"ABSL Intl. Equity B -Direct (G)",MBS825,"2018-12-06 00:00:00"
"Repco Home","Banking & Financial Services",850000,31.45,1.56,Smallcap,"ABSL Small Cap Fund - D (G)",MBS833,"2018-12-06 00:00:00"
"Repco Home","Banking & Financial Services",756226,27.98,0.21,Balanced,"ABSL Equity Hybrid '95 Fund - D (G)",MBS849,"2018-12-06 00:00:00"
"Repco Home","Banking & Financial Services",1255776,46.47,0.89,Midcap,"DSP Mid Cap - Regular (G)",MDS056,"2018-12-06 00:00:00"
"Repco Home","Banking & Financial Services",1837763,68.01,1.43,Smallcap,"DSP Small Cap Fund - Regular (G)",MDS076,"2018-12-06 00:00:00"
"Repco Home","Banking & Financial Services",1255776,46.47,0.89,Midcap,"DSP Mid Cap - Direct (G)",MDS574,"2018-12-06 00:00:00"
"Repco Home","Banking & Financial Services",1837763,68.01,1.43,Smallcap,"DSP Small Cap Fund - Direct (G)",MDS584,"2018-12-06 00:00:00"
"Repco Home","Banking & Financial Services",1194443,44.16,1.1,Value,"HDFC Capital Builder Value Fund - D (G)",MHD1148,"2018-12-06 00:00:00"
"Repco Home","Banking & Financial Services",132218,4.89,0.16,MIPA,"ABSL BAF (G)",MIN007,"2018-12-06 00:00:00"
"Repco Home","Banking & Financial Services",132218,4.89,0.16,MIPA,"ABSL BAF - Direct (G)",MIN389,"2018-12-06 00:00:00"
"Repco Home","Banking & Financial Services",8100,0.3,0.01,Balanced,"JM Equity Hybrid Fund (G)",MJM004,"2018-12-06 00:00:00"
"Repco Home","Banking & Financial Services",8100,0.3,0.01,Balanced,"JM Equity Hybrid Fund - D (G)",MJM328,"2018-12-06 00:00:00"
"Repco Home","Banking & Financial Services",86400,3.2,0.02,Arbitrage,"Kotak Equity Arbitrage - Regular (G)",MKM079,"2018-12-06 00:00:00"
"Repco Home","Banking & Financial Services",86400,3.2,0.02,Arbitrage,"Kotak Equity Arbitrage - Direct (G)",MKM526,"2018-12-06 00:00:00"
"Repco Home","Banking & Financial Services",515206,19.05,0.52,ELSS,"Franklin India Tax Shield (G)",MKP007,"2018-12-06 00:00:00"
"Repco Home","Banking & Financial Services",248911,9.2,1.59,Banking,"Franklin India Oppor. (G)",MKP028,"2018-12-06 00:00:00"
"Repco Home","Banking & Financial Services",608810,22.51,0.4,Smallcap,"HDFC Small Cap Fund  (G)",MMS002,"2018-12-06 00:00:00"
"Repco Home","Banking & Financial Services",608810,22.51,0.4,Smallcap,"HDFC Small Cap Fund - Direct (G)",MMS025,"2018-12-06 00:00:00"
"Repco Home","Banking & Financial Services",6275,0.39,0.52,MIPC,"Essel Regular Savings (G)",MPM025,"2018-12-06 00:00:00"
"Repco Home","Banking & Financial Services",47550,2.99,2.59,Large,"Essel Large Cap Equity (G)",MPM034,"2018-12-06 00:00:00"
"Repco Home","Banking & Financial Services",10460,0.66,2.59,Large,"Essel Large Cap Equity - D (G)",MPM040,"2018-12-06 00:00:00"
"Repco Home","Banking & Financial Services",200,0.01,0.52,MIPC,"Essel Regular Savings - Direct (G)",MPM042,"2018-12-06 00:00:00"
"Repco Home","Banking & Financial Services",13500,0.5,0.01,Arbitrage,"Reliance Arbitrage Fund (G)",MRC600,"2018-12-06 00:00:00"
"Repco Home","Banking & Financial Services",13500,0.5,0.01,Arbitrage,"Reliance Arbitrage Fund - Direct (G)",MRC899,"2018-12-06 00:00:00"
"Repco Home","Banking & Financial Services",3465705,128.14,1.89,Smallcap,"Franklin (I) Smaller Cos (G)",MTE090,"2018-12-06 00:00:00"
"Repco Home","Banking & Financial Services",515206,19.05,0.52,ELSS,"Franklin (I) Tax Shield -Direct (G)",MTE311,"2018-12-06 00:00:00"
"Repco Home","Banking & Financial Services",3465705,128.14,1.89,Smallcap,"Franklin (I) Smaller Co -Direct (G)",MTE313,"2018-12-06 00:00:00"
"Repco Home","Banking & Financial Services",248911,9.2,1.59,Banking,"Franklin (I) Opport. - Direct (G)",MTE319,"2018-12-06 00:00:00"
"Repco Home","Banking & Financial Services",1194443,44.16,1.1,Value,"HDFC Capital Builder Value Fund (G)",MZU016,"2018-12-06 00:00:00"
"Repco Home","Banking & Financial Services",171000,6.32,0.3,Arbitrage,"Axis Arbitrage Fund-RP (G)",MAA586,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",171000,6.32,0.3,Arbitrage,"Axis Arbitrage Fund-DP (G)",MAA588,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",756226,27.96,0.2,AgressiveHybrid,"ABSL Equity Hybrid '95 Fund (G)",MAC001,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",756226,27.96,0.2,Balanced,"ABSL Equity Hybrid '95 Fund (G)",MAC001,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",590000,21.82,0.22,Diversified,"ABSL Equity Fund (G)",MAC006,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",590000,21.82,0.22,Multicap,"ABSL Equity Fund (G)",MAC006,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",100882,3.73,0.07,LargeMid,"ABSL Equity Advantage Fund (G)",MBS022,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",263828,9.76,0.39,MIPC,"ABSL Regular Savings Fund (G)",MBS061,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",70000,2.59,0.43,Banking,"ABSL Infrastructure (G)",MBS094,"2018-12-16 00:00:00"
