Equity,Sector,Qty,Value,%,Fund_Type,Fund_Name,Fund_Code,Time_Stamp
"Repco Home","Banking & Financial Services",70000,2.59,0.43,Technology,"ABSL Infrastructure (G)",MBS094,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",850000,31.43,1.49,Smallcap,"ABSL Small Cap Fund (G)",MBS104,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",1174666,43.43,2.78,Banking,"ABSL Bank&Financial; Ser -RP (G)",MBS1451,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",1174666,43.43,2.78,Technology,"ABSL Bank&Financial; Ser -RP (G)",MBS1451,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",1174666,43.43,2.78,Banking,"ABSL Bank&Financial; Ser -DP (G)",MBS1453,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",1174666,43.43,2.78,Technology,"ABSL Bank&Financial; Ser -DP (G)",MBS1453,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",50212,1.86,2.17,Banking,"ABSL Intl. Equity - B (G)",MBS205,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",50212,1.86,2.17,Technology,"ABSL Intl. Equity - B (G)",MBS205,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",102063,4.4,1.7,Midcap,"ABSL Emer. Leaders-Sr 6-RP (G)",MBS2055,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",971,0.04,1.7,Midcap,"ABSL Emer. Leaders-Sr 6-DP (G)",MBS2057,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",100882,3.73,0.07,LargeMid,"ABSL Equity Advantage Fund - D (G)",MBS807,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",590000,21.82,0.22,Diversified,"ABSL Equity Fund -Direct (G)",MBS811,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",590000,21.82,0.22,Multicap,"ABSL Equity Fund -Direct (G)",MBS811,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",70000,2.59,0.43,Banking,"ABSL Infrastructure -Direct (G)",MBS821,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",70000,2.59,0.43,Technology,"ABSL Infrastructure -Direct (G)",MBS821,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",50212,1.86,2.17,Banking,"ABSL Intl. Equity B -Direct (G)",MBS825,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",50212,1.86,2.17,Technology,"ABSL Intl. Equity B -Direct (G)",MBS825,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",850000,31.43,1.49,Smallcap,"ABSL Small Cap Fund - D (G)",MBS833,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",756226,27.96,0.2,AgressiveHybrid,"ABSL Equity Hybrid '95 Fund - D (G)",MBS849,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",756226,27.96,0.2,Balanced,"ABSL Equity Hybrid '95 Fund - D (G)",MBS849,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",56700,2.1,0.38,MIPA,"L&T; Dynamic Equity Fund -Direct (G)",MCC311,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",232200,8.59,0.95,Arbitrage,"L&T; Arbitrage Oppor. - Regular (G)",MCC502,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",232200,8.59,0.95,Arbitrage,"L&T; Arbitrage Oppor. - Direct (G)",MCC504,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",1255776,46.43,0.85,Midcap,"DSP Mid Cap - Regular (G)",MDS056,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",1837763,67.95,1.39,Smallcap,"DSP Small Cap Fund - Regular (G)",MDS076,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",1255776,46.43,0.85,Midcap,"DSP Mid Cap - Direct (G)",MDS574,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",1837763,67.95,1.39,Smallcap,"DSP Small Cap Fund - Direct (G)",MDS584,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",56700,2.1,0.38,MIPA,"L&T; Dynamic Equity Fund (G)",MFF105,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",1194443,44.16,1.1,Value,"HDFC Capital Builder Value Fund - D (G)",MHD1148,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",132218,4.89,0.16,MIPA,"ABSL BAF (G)",MIN007,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",132218,4.89,0.16,MIPA,"ABSL BAF - Direct (G)",MIN389,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",8100,0.3,0.01,AgressiveHybrid,"JM Equity Hybrid Fund (G)",MJM004,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",8100,0.3,0.01,Balanced,"JM Equity Hybrid Fund (G)",MJM004,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",8100,0.3,0.01,AgressiveHybrid,"JM Equity Hybrid Fund - D (G)",MJM328,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",8100,0.3,0.01,Balanced,"JM Equity Hybrid Fund - D (G)",MJM328,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",86400,3.2,0.02,Arbitrage,"Kotak Equity Arbitrage - Regular (G)",MKM079,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",86400,3.2,0.02,Arbitrage,"Kotak Equity Arbitrage - Direct (G)",MKM526,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",515206,19.05,0.52,ELSS,"Franklin India Tax Shield (G)",MKP007,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",248911,9.2,1.59,Banking,"Franklin India Oppor. (G)",MKP028,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",248911,9.2,1.59,Technology,"Franklin India Oppor. (G)",MKP028,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",608810,22.51,0.4,Smallcap,"HDFC Small Cap Fund  (G)",MMS002,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",608810,22.51,0.4,Smallcap,"HDFC Small Cap Fund - Direct (G)",MMS025,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",6275,0.39,0.52,MIPC,"Essel Regular Savings (G)",MPM025,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",47550,2.99,2.59,Large,"Essel Large Cap Equity (G)",MPM034,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",10460,0.66,2.59,Large,"Essel Large Cap Equity - D (G)",MPM040,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",200,0.01,0.52,MIPC,"Essel Regular Savings - Direct (G)",MPM042,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",13500,0.5,0.01,Arbitrage,"Reliance Arbitrage Fund (G)",MRC600,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",13500,0.5,0.01,Arbitrage,"Reliance Arbitrage Fund - Direct (G)",MRC899,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",3465705,128.14,1.89,Smallcap,"Franklin (I) Smaller Cos (G)",MTE090,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",515206,19.05,0.52,ELSS,"Franklin (I) Tax Shield -Direct (G)",MTE311,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",3465705,128.14,1.89,Smallcap,"Franklin (I) Smaller Co -Direct (G)",MTE313,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",248911,9.2,1.59,Banking,"Franklin (I) Opport. - Direct (G)",MTE319,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",248911,9.2,1.59,Technology,"Franklin (I) Opport. - Direct (G)",MTE319,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",1194443,44.16,1.1,Value,"HDFC Capital Builder Value Fund (G)",MZU016,"2018-12-16 00:00:00"
"Repco Home","Banking & Financial Services",171000,6.32,0.3,Arbitrage,"Axis Arbitrage Fund-RP (G)",MAA586,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",171000,6.32,0.3,Arbitrage,"Axis Arbitrage Fund-DP (G)",MAA588,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",20000,0.74,0.21,MIPC,"BNP Paribas Conser. Hybrid (G)",MAB003,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",20000,0.74,0.21,MIPC,"BNP Paribas Conser. Hybrid - D (G)",MAB730,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",756226,27.96,0.2,AgressiveHybrid,"ABSL Equity Hybrid '95 Fund (G)",MAC001,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",756226,27.96,0.2,Balanced,"ABSL Equity Hybrid '95 Fund (G)",MAC001,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",590000,21.82,0.22,Diversified,"ABSL Equity Fund (G)",MAC006,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",590000,21.82,0.22,Multicap,"ABSL Equity Fund (G)",MAC006,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",100882,3.73,0.07,LargeMid,"ABSL Equity Advantage Fund (G)",MBS022,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",263828,9.76,0.39,MIPC,"ABSL Regular Savings Fund (G)",MBS061,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",70000,2.59,0.43,Banking,"ABSL Infrastructure (G)",MBS094,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",70000,2.59,0.43,Technology,"ABSL Infrastructure (G)",MBS094,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",850000,31.43,1.49,Smallcap,"ABSL Small Cap Fund (G)",MBS104,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",1174666,43.43,2.78,Banking,"ABSL Bank&Financial; Ser -RP (G)",MBS1451,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",1174666,43.43,2.78,Technology,"ABSL Bank&Financial; Ser -RP (G)",MBS1451,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",1174666,43.43,2.78,Banking,"ABSL Bank&Financial; Ser -DP (G)",MBS1453,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",1174666,43.43,2.78,Technology,"ABSL Bank&Financial; Ser -DP (G)",MBS1453,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",50212,1.86,2.17,Banking,"ABSL Intl. Equity - B (G)",MBS205,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",50212,1.86,2.17,Technology,"ABSL Intl. Equity - B (G)",MBS205,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",102063,4.4,1.7,Midcap,"ABSL Emer. Leaders-Sr 6-RP (G)",MBS2055,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",971,0.04,1.7,Midcap,"ABSL Emer. Leaders-Sr 6-DP (G)",MBS2057,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",100882,3.73,0.07,LargeMid,"ABSL Equity Advantage Fund - D (G)",MBS807,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",590000,21.82,0.22,Diversified,"ABSL Equity Fund -Direct (G)",MBS811,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",590000,21.82,0.22,Multicap,"ABSL Equity Fund -Direct (G)",MBS811,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",70000,2.59,0.43,Banking,"ABSL Infrastructure -Direct (G)",MBS821,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",70000,2.59,0.43,Technology,"ABSL Infrastructure -Direct (G)",MBS821,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",50212,1.86,2.17,Banking,"ABSL Intl. Equity B -Direct (G)",MBS825,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",50212,1.86,2.17,Technology,"ABSL Intl. Equity B -Direct (G)",MBS825,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",850000,31.43,1.49,Smallcap,"ABSL Small Cap Fund - D (G)",MBS833,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",756226,27.96,0.2,AgressiveHybrid,"ABSL Equity Hybrid '95 Fund - D (G)",MBS849,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",756226,27.96,0.2,Balanced,"ABSL Equity Hybrid '95 Fund - D (G)",MBS849,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",56700,2.1,0.38,MIPA,"L&T; Dynamic Equity Fund -Direct (G)",MCC311,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",232200,8.59,0.95,Arbitrage,"L&T; Arbitrage Oppor. - Regular (G)",MCC502,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",232200,8.59,0.95,Arbitrage,"L&T; Arbitrage Oppor. - Direct (G)",MCC504,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",1255776,46.43,0.85,Midcap,"DSP Mid Cap - Regular (G)",MDS056,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",1837763,67.95,1.39,Smallcap,"DSP Small Cap Fund - Regular (G)",MDS076,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",1255776,46.43,0.85,Midcap,"DSP Mid Cap - Direct (G)",MDS574,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",1837763,67.95,1.39,Smallcap,"DSP Small Cap Fund - Direct (G)",MDS584,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",56700,2.1,0.38,MIPA,"L&T; Dynamic Equity Fund (G)",MFF105,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",1194443,44.16,1.1,Value,"HDFC Capital Builder Value Fund - D (G)",MHD1148,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",132218,4.89,0.16,MIPA,"ABSL BAF (G)",MIN007,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",132218,4.89,0.16,MIPA,"ABSL BAF - Direct (G)",MIN389,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",107100,3.96,0.03,Arbitrage,"Kotak Equity Arbitrage - Regular (G)",MKM079,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",107100,3.96,0.03,Arbitrage,"Kotak Equity Arbitrage - Direct (G)",MKM526,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",434531,17.34,0.54,ELSS,"Franklin India Tax Shield (G)",MKP007,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",213936,8.56,1.71,Banking,"Franklin India Oppor. (G)",MKP028,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",213936,8.56,1.71,Technology,"Franklin India Oppor. (G)",MKP028,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",608810,22.51,0.4,Smallcap,"HDFC Small Cap Fund  (G)",MMS002,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",608810,22.51,0.4,Smallcap,"HDFC Small Cap Fund - Direct (G)",MMS025,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",6275,0.39,0.52,MIPC,"Essel Regular Savings (G)",MPM025,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",47550,2.99,2.59,Large,"Essel Large Cap Equity (G)",MPM034,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",10460,0.66,2.59,Large,"Essel Large Cap Equity - D (G)",MPM040,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",200,0.01,0.52,MIPC,"Essel Regular Savings - Direct (G)",MPM042,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",114300,4.23,0.04,Arbitrage,"Reliance Arbitrage Fund (G)",MRC600,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",114300,4.23,0.04,Arbitrage,"Reliance Arbitrage Fund - Direct (G)",MRC899,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",2603851,104.13,1.98,Smallcap,"Franklin (I) Smaller Cos (G)",MTE090,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",54656,2.18,0.54,ELSS,"Franklin (I) Tax Shield -Direct (G)",MTE311,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",728748,29.14,1.98,Smallcap,"Franklin (I) Smaller Co -Direct (G)",MTE313,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",30621,1.22,1.71,Banking,"Franklin (I) Opport. - Direct (G)",MTE319,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",30621,1.22,1.71,Technology,"Franklin (I) Opport. - Direct (G)",MTE319,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",1194443,44.16,1.1,Value,"HDFC Capital Builder Value Fund (G)",MZU016,"2019-01-07 00:00:00"
"Repco Home","Banking & Financial Services",171000,6.32,0.3,Arbitrage,"Axis Arbitrage Fund-RP (G)",MAA586,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",171000,6.32,0.3,Arbitrage,"Axis Arbitrage Fund-DP (G)",MAA588,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",20000,0.74,0.21,MIPC,"BNP Paribas Conser. Hybrid (G)",MAB003,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",20000,0.74,0.21,MIPC,"BNP Paribas Conser. Hybrid - D (G)",MAB730,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",756226,27.96,0.2,AgressiveHybrid,"ABSL Equity Hybrid '95 Fund (G)",MAC001,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",756226,27.96,0.2,Balanced,"ABSL Equity Hybrid '95 Fund (G)",MAC001,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",590000,21.82,0.22,Diversified,"ABSL Equity Fund (G)",MAC006,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",590000,21.82,0.22,Multicap,"ABSL Equity Fund (G)",MAC006,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",100882,3.73,0.07,LargeMid,"ABSL Equity Advantage Fund (G)",MBS022,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",263828,9.76,0.39,MIPC,"ABSL Regular Savings Fund (G)",MBS061,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",70000,2.59,0.43,Banking,"ABSL Infrastructure (G)",MBS094,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",70000,2.59,0.43,Technology,"ABSL Infrastructure (G)",MBS094,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",850000,31.43,1.49,Smallcap,"ABSL Small Cap Fund (G)",MBS104,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",1174666,43.43,2.78,Banking,"ABSL Bank&Financial; Ser -RP (G)",MBS1451,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",1174666,43.43,2.78,Technology,"ABSL Bank&Financial; Ser -RP (G)",MBS1451,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",1174666,43.43,2.78,Banking,"ABSL Bank&Financial; Ser -DP (G)",MBS1453,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",1174666,43.43,2.78,Technology,"ABSL Bank&Financial; Ser -DP (G)",MBS1453,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",50212,1.86,2.17,Banking,"ABSL Intl. Equity - B (G)",MBS205,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",50212,1.86,2.17,Technology,"ABSL Intl. Equity - B (G)",MBS205,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",102063,4.4,1.7,Midcap,"ABSL Emer. Leaders-Sr 6-RP (G)",MBS2055,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",971,0.04,1.7,Midcap,"ABSL Emer. Leaders-Sr 6-DP (G)",MBS2057,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",100882,3.73,0.07,LargeMid,"ABSL Equity Advantage Fund - D (G)",MBS807,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",590000,21.82,0.22,Diversified,"ABSL Equity Fund -Direct (G)",MBS811,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",590000,21.82,0.22,Multicap,"ABSL Equity Fund -Direct (G)",MBS811,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",70000,2.59,0.43,Banking,"ABSL Infrastructure -Direct (G)",MBS821,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",70000,2.59,0.43,Technology,"ABSL Infrastructure -Direct (G)",MBS821,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",50212,1.86,2.17,Banking,"ABSL Intl. Equity B -Direct (G)",MBS825,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",50212,1.86,2.17,Technology,"ABSL Intl. Equity B -Direct (G)",MBS825,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",850000,31.43,1.49,Smallcap,"ABSL Small Cap Fund - D (G)",MBS833,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",756226,27.96,0.2,AgressiveHybrid,"ABSL Equity Hybrid '95 Fund - D (G)",MBS849,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",756226,27.96,0.2,Balanced,"ABSL Equity Hybrid '95 Fund - D (G)",MBS849,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",56700,2.1,0.38,MIPA,"L&T; Dynamic Equity Fund -Direct (G)",MCC311,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",232200,8.59,0.95,Arbitrage,"L&T; Arbitrage Oppor. - Regular (G)",MCC502,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",232200,8.59,0.95,Arbitrage,"L&T; Arbitrage Oppor. - Direct (G)",MCC504,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",1255776,46.43,0.85,Midcap,"DSP Mid Cap - Regular (G)",MDS056,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",1837763,67.95,1.39,Smallcap,"DSP Small Cap Fund - Regular (G)",MDS076,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",1255776,46.43,0.85,Midcap,"DSP Mid Cap - Direct (G)",MDS574,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",1837763,67.95,1.39,Smallcap,"DSP Small Cap Fund - Direct (G)",MDS584,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",56700,2.1,0.38,MIPA,"L&T; Dynamic Equity Fund (G)",MFF105,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",218712,8.73,1.15,Value,"HDFC Capital Builder Value Fund - D (G)",MHD1148,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",132218,4.89,0.16,MIPA,"ABSL BAF (G)",MIN007,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",132218,4.89,0.16,MIPA,"ABSL BAF - Direct (G)",MIN389,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",107100,3.96,0.03,Arbitrage,"Kotak Equity Arbitrage - Regular (G)",MKM079,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",107100,3.96,0.03,Arbitrage,"Kotak Equity Arbitrage - Direct (G)",MKM526,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",434531,17.34,0.54,ELSS,"Franklin India Tax Shield (G)",MKP007,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",213936,8.56,1.71,Banking,"Franklin India Oppor. (G)",MKP028,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",213936,8.56,1.71,Technology,"Franklin India Oppor. (G)",MKP028,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",961932,38.47,0.97,Smallcap,"HDFC Small Cap Fund  (G)",MMS002,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",365762,14.63,0.97,Smallcap,"HDFC Small Cap Fund - Direct (G)",MMS025,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",6275,0.39,0.52,MIPC,"Essel Regular Savings (G)",MPM025,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",47550,2.99,2.59,Large,"Essel Large Cap Equity (G)",MPM034,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",10460,0.66,2.59,Large,"Essel Large Cap Equity - D (G)",MPM040,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",200,0.01,0.52,MIPC,"Essel Regular Savings - Direct (G)",MPM042,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",114300,4.23,0.04,Arbitrage,"Reliance Arbitrage Fund (G)",MRC600,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",114300,4.23,0.04,Arbitrage,"Reliance Arbitrage Fund - Direct (G)",MRC899,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",2603851,104.13,1.98,Smallcap,"Franklin (I) Smaller Cos (G)",MTE090,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",54656,2.18,0.54,ELSS,"Franklin (I) Tax Shield -Direct (G)",MTE311,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",728748,29.14,1.98,Smallcap,"Franklin (I) Smaller Co -Direct (G)",MTE313,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",30621,1.22,1.71,Banking,"Franklin (I) Opport. - Direct (G)",MTE319,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",30621,1.22,1.71,Technology,"Franklin (I) Opport. - Direct (G)",MTE319,"2019-01-11 00:00:00"
"Repco Home","Banking & Financial Services",898187,35.85,1.15,Value,"HDFC Capital Builder Value Fund (G)",MZU016,"2019-01-11 00:00:00"
